linkedin_id,full_name,race,gender,age,job_title,state,city,zip_code,salary,num_years_at_job
625,Forrest Muzzall,Black,Male,57,Executive Secretary,New York,Schenectady,12325,23825.45,16
626,Riccardo Sharma,Other,Male,61,Help Desk Operator,New York,New York City,10160,22783.3,16
627,Felicio Bernhardsson,White,Male,25,Web Designer,New York,Buffalo,14210,21891.05,16
628,Anastasie Hutten,White,Female,63,Associate Professor,New York,Albany,12210,20918.67,2
629,Nehemiah Lehon,White,Male,41,Electrical Engineer,New York,Rochester,14614,21598.37,17
630,Robbyn Best,White,Female,37,Buget Analyst,New York,New York City,10270,22878.34,13
631,Cathie Ingman,White,Female,41,VP Product Management,New York,Buffalo,14220,21793.77,1
632,Marissa Mullineux,White,Female,19,Teacher,New York,New York City,10079,17139.23,18
633,Tammie Bohey,White,Female,58,Executive Secretary,New York,New York City,10260,20905.84,6
634,Forrest Martensen,White,Male,28,Dental Hygienist,New York,New York City,10292,22293.65,15
635,Niki Lebbon,White,Male,56,Media Manager,New York,New York City,10045,20953.04,8
636,Sherrie Gussie,Asian,Female,61,Electrical Engineer,New York,New York City,10160,23826.25,18
637,Aurel Hitchens,Asian,Female,48,Electrical Engineer,New York,New York City,10170,21880.32,8
638,Filip Fountian,White,Male,51,Help Desk Operator,New York,White Plains,10606,15733,4
639,Noel Farnie,Other,Female,33,Social Worker,New York,New York City,10275,24859.13,9
640,Feodora Vittery,White,Female,70,Software Developer,New York,Flushing,11388,15381.95,9
641,Gabbi Hucklesby,Asian,Female,30,Sales Representative,New York,New York City,10110,20489.16,16
642,Prentice Stearnes,White,Male,56,Project Manager,New York,Rochester,14652,16164.81,13
643,Bernarr Tellett,White,Male,62,Senior Developer,New York,Jamaica,11407,16692.43,10
644,Becka Gooderham,White,Female,70,Desktop Support Technician,New York,Staten Island,10305,18257.45,2
645,Ros Fotitt,White,Female,26,Pharmacist,New York,White Plains,10606,17323.09,5
646,Mabel Leeburn,White,Female,32,Actuary,New York,New York City,10099,19863.74,19
647,Arley Sarchwell,White,Male,62,Office Assistant,New York,Bronx,10469,22629.52,17
648,Jean Claw,White,Male,52,Professor,New York,New York City,10203,22139.51,13
649,Smitty Tagg,Hispanic,Male,52,Senior Editor,New York,Rochester,14652,21228.54,6
650,Dalila Thwaite,White,Female,50,Nurse Practitioner,New York,New York City,10110,17236.02,4
651,Jonathon Filyukov,White,Male,36,Assistant Manager,New York,New York City,10090,24254.46,18
652,Ulrike Kaesmakers,Black,Female,69,Information Systems Manager,New York,Staten Island,10305,18347.31,19
653,Rafferty Burnage,White,Male,70,Senior Sales Associate,New York,Albany,12205,22201.01,13
654,Worthy Collacombe,White,Male,34,GIS Technical Architect,New York,New York City,10203,21569.06,15
655,Freddie Rikard,White,Female,60,Account Coordinator,New York,Albany,12242,22278.19,5
656,Parker Ruddle,White,Male,33,Recruiter,New York,Bronx,10454,20223.01,15
657,Kore Shillabear,White,Female,29,Painter,New York,New York City,10270,17020.4,2
658,Alanah Doucette,Asian,Female,37,Database Administrator,New York,New York City,10099,17485.74,4
659,Rodney Levis,White,Male,56,Environmental Specialist,New York,Rochester,14619,15408.57,16
660,Kendricks Guerrero,White,Male,68,Account Coordinator,New York,Albany,12222,19602.32,9
661,Felicia Eccleston,White,Female,43,Payment Adjustment Coordinator,New York,Rochester,14624,16160,15
662,Wilhelmina Gostick,White,Female,35,Painter,New York,Rochester,14614,15990.05,5
663,Corny Barbrick,White,Female,29,Software Developer,New York,Bronx,10474,21406.8,16
664,Binny Anster,Black,Female,40,Painter,New York,New York City,10014,23730.86,17
665,Herbie Domanek,White,Male,61,Web Designer,New York,Hicksville,11854,23728.22,19
666,Lesly Canedo,White,Female,33,Web Designer,New York,Buffalo,14220,23606.38,19
667,Suellen Millea,White,Female,54,Librarian,New York,Brooklyn,11205,16158.66,17
668,Ketty Eloy,Hispanic,Female,36,Environmental Tech,New York,Albany,12227,23788,20
669,Noellyn Louisot,White,Female,60,Software Developer,New York,Schenectady,12305,23124.84,14
670,Quintilla Wickes,White,Female,50,Desktop Support Technician,New York,Brooklyn,11241,15280.59,9
671,Maximilianus Niland,White,Male,42,Painter,New York,Brooklyn,11254,17622.05,2
672,Clemmie Galiero,White,Female,66,Painter,New York,Rochester,14609,17941.12,19
673,Myrvyn Durkin,White,Male,21,Payment Adjustment Coordinator,New York,Jamaica,11470,23465.87,18
674,Dalila Shawyers,Black,Female,67,Data Coordiator,New York,Brooklyn,11254,21305.72,13
675,Wilbert Avory,White,Male,32,Paralegal,New York,Hicksville,11854,20131.43,6
676,Fraze Lain,White,Male,52,Software Developer,New York,Syracuse,13251,23263.6,11
677,Culley Sydes,White,Male,59,Speech Pathologist,New York,New York City,10019,20178.54,12
678,Beatriz Toor,White,Female,63,Office Assistant,New York,Staten Island,10305,16117.93,6
679,Artemis Streather,Black,Male,56,VP Marketing,New York,New York City,10110,21744.7,13
680,Claudina Meconi,White,Female,45,Buget Analyst,New York,Jamaica,11470,21869.02,7
681,Nicoli Toler,White,Female,25,VP Accounting,New York,New York City,10060,19215.72,12
682,Paulette Stilly,Hispanic,Female,45,Junior Executive,New York,Jamaica,11407,17472.24,14
683,Penn Siflet,White,Male,46,Software Developer,New York,Rochester,14639,22336.01,20
684,Robbyn Cocozza,White,Female,18,VP Marketing,New York,Buffalo,14215,19157.96,12
685,Ree Pyffe,White,Female,59,VP Accounting,New York,New York City,10150,18155.9,3
686,Janela Lackney,White,Female,27,Nurse,New York,New York City,10099,22214.76,16
687,Concettina Jemmison,Black,Female,51,Painter,New York,New York City,10099,21656.19,14
688,Wallie Lankford,White,Male,52,Pharmacist,New York,New York City,10024,15979.44,4
689,Bobine Schimann,White,Female,43,Cost Accountant,New York,New York City,10034,24563.83,15
690,Berny Eburne,White,Male,51,Occupational Therapist,New York,New York City,10079,16370.47,19
691,Ethelyn Trevithick,White,Female,57,VP Accounting,New York,Brooklyn,11210,23302.18,9
692,Charlton Bearblock,White,Male,57,Biostatistician,New York,New York City,10014,24667.12,3
693,Winne Armes,White,Female,31,Software Consultant,New York,Staten Island,10310,20044.11,4
694,Dania Clines,White,Female,69,Clinical Specialist,New York,Rochester,14614,20615.11,18
695,Vladamir Bartrum,White,Male,25,Data Coordiator,New York,New York City,10019,19259.87,15
696,Lainey Gunner,White,Female,49,Sales Representative,New York,Buffalo,14215,24701.69,2
697,Carlyn McDermott,White,Female,23,Occupational Therapist,New York,Brooklyn,11210,22282.32,10
698,Karel Streeter,White,Female,19,Research Nurse,New York,Buffalo,14233,17188.9,18
699,Rafaellle De Micoli,White,Male,53,Statistician,New York,Brooklyn,11210,24285.96,16
700,Michal Isakowicz,White,Female,34,Executive Secretary,New York,Albany,12222,16251.57,13
701,Rouvin Ritelli,White,Male,42,Executive Secretary,New York,New York City,10184,24496.48,4
702,Karen Knotton,Hispanic,Female,56,Accountant,New York,Albany,12222,21110.36,20
703,Jolene Gedge,White,Female,44,Senior Sales Associate,New York,Staten Island,10305,23372.42,8
704,Kip Blooman,White,Male,37,Tax Accountant,New York,Rochester,14646,19552.37,4
705,Giraud Sliney,American Indian & Alaska Native,Male,20,Software Developer,New York,Albany,12237,20953.56,12
706,Greta Brownsword,White,Female,20,Human Resources,New York,New York City,10131,23668.73,20
707,Sharline Franc,White,Female,35,Physical Therapy Assistant,New York,Syracuse,13251,17481.24,9
708,Hedda Wilder,White,Female,18,Web Designer,New York,Buffalo,14220,15268.78,8
709,Ameline Southall,Black,Female,54,Occupational Therapist,New York,Albany,12247,24708.88,4
710,Reed Burfoot,Hispanic,Male,65,Registered Nurse,New York,Hicksville,11854,22897.96,17
711,Mord Linskill,White,Male,21,Information Systems Manager,New York,Buffalo,14215,21600.65,15
712,Evaleen Cowen,White,Female,33,Painter,New York,Albany,12262,20963.91,20
713,Codee Lamdin,White,Female,32,Senior Financial Analyst,New York,Albany,12227,21541.42,11
714,Sid MacPike,White,Male,68,Nurse Practitioner,New York,New York City,10045,17138.58,8
715,Bartie Sipson,Hispanic,Male,26,Information Systems Manager,New York,Mount Vernon,10557,16548.79,3
716,Vasili Kenyon,White,Male,29,Web Designer,New York,Jamaica,11470,15939.68,3
717,Lutero Call,Black,Male,21,Senior Sales Associate,New York,New York City,10131,16656.59,20
718,Agatha Spellacy,White,Female,50,Biostatistician,New York,Schenectady,12325,18230.18,4
719,Bette Hinksen,White,Female,51,Painter,New York,Syracuse,13205,21095.28,11
720,Kristos Birth,White,Male,69,Dental Hygienist,New York,Brooklyn,11215,21137.93,3
721,Sela Hargitt,Hispanic,Female,26,Painter,New York,Flushing,11355,23825.45,4
722,Valaree Woodroof,White,Female,61,Speech Pathologist,New York,Albany,12242,22783.3,1
723,Gwenette Nourse,Black,Female,58,Project Manager,New York,New York City,10131,21891.05,14
724,Lavina Rumsby,Hispanic,Female,64,Sales Associate,New York,New York City,10090,20918.67,9
725,Jade Ducker,White,Female,65,Research Assistant,New York,Brooklyn,11254,21598.37,1
726,Chen Bullard,Hispanic,Male,63,Data Coordiator,New York,Rochester,14619,22878.34,2
727,Karlyn Conerding,Hispanic,Female,49,Office Assistant,New York,New York City,10170,21793.77,17
728,Delphinia Clemente,White,Female,30,Sales Associate,New York,New York City,10105,17139.23,4
729,Maia Kelleher,White,Female,25,Information Systems Manager,New York,Brooklyn,11210,20905.84,20
730,Carce Josskoviz,White,Male,58,Administrative Officer,New York,New York City,10160,22293.65,9
731,Amaleta Daid,White,Female,63,Assistant Media Planner,New York,Albany,12227,20953.04,6
732,Syman Yurkov,Black,Male,60,Senior Editor,New York,New York City,10014,23826.25,3
733,Karlee Dutton,Hispanic,Female,23,Human Resources,New York,Jamaica,11447,21880.32,7
734,Rodrick Mcmanaman,Black,Male,22,Social Worker,New York,Elmira,14905,15733,4
735,Paul Stachini,Asian,Male,18,Physical Therapy Assistant,New York,Jamaica,11431,24859.13,10
736,Mychal Noraway,Other,Male,33,Social Worker,New York,Rochester,14639,15381.95,10
737,Drucy McPhee,Hispanic,Female,33,Painter,New York,Brooklyn,11241,20489.16,12
738,Reinhard Bohje,Hispanic,Male,40,Painter,New York,Rochester,14604,16164.81,1
739,Mirna Cossins,Other,Female,62,Senior Cost Accountant,New York,Brooklyn,11241,16692.43,12
740,Benedick Hawkswood,Asian,Male,30,Painter,New York,New York City,10275,18257.45,6
741,Goldi Shapera,Hispanic,Female,58,Accountant,New York,Yonkers,10705,17323.09,18
742,Annetta Shanley,White,Female,63,Director of Sales,New York,Great Neck,11024,19863.74,10
743,Thomas Fotheringham,White,Male,45,Business Systems Development Analyst,New York,Jamaica,11499,22629.52,8
744,Sherlocke Ben-Aharon,American Indian & Alaska Native,Male,51,Painter,New York,New York City,10024,22139.51,13
745,Danie Birchenough,Hispanic,Male,58,Software Developer,New York,Buffalo,14263,21228.54,6
746,Roman Stirley,White,Male,51,Office Assistant,New York,New York City,10029,17236.02,15
747,Dierdre Fillimore,White,Female,21,Painter,New York,Rochester,14609,24254.46,16
748,Yevette Garnson,Hispanic,Female,61,Painter,New York,Buffalo,14263,18347.31,15
749,Melvyn St. Leger,White,Male,25,Dental Hygienist,New York,Brooklyn,11205,22201.01,5
750,Livvyy Norledge,White,Female,46,Community Outreach Specialist,New York,Bronx,10474,21569.06,17
751,Jule Tonbridge,Hispanic,Male,58,Web Designer,New York,Port Washington,11054,22278.19,4
752,Cole Hinz,White,Male,36,Painter,New York,Albany,12222,20223.01,16
753,Goldarina Dron,Hispanic,Female,68,Physical Therapy Assistant,New York,Albany,12205,17020.4,13
754,Joyce Groger,White,Female,66,Nurse Practitioner,New York,New York City,10155,17485.74,2
755,Josh Kaspar,White,Male,26,Junior Executive,New York,Albany,12210,15408.57,1
756,Chanda Grayland,White,Female,23,Senior Cost Accountant,New York,Bronx,10459,19602.32,2
757,Maryjane Burriss,White,Female,56,GIS Technical Architect,New York,Jamaica,11499,16160,7
758,Ibby Mucklow,Hispanic,Female,41,Sales Representative,New York,Buffalo,14276,15990.05,10
759,Nigel Derdes,Black,Male,69,Software Consultant,New York,New York City,10249,21406.8,8
760,Simone Veitch,White,Male,50,Environmental Tech,New York,Jamaica,11407,23730.86,15
761,Jordan Neesam,White,Male,38,Sales Associate,New York,Buffalo,14205,23728.22,6
762,Zenia Rosenau,Hispanic,Female,46,Research Associate,New York,Syracuse,13251,23606.38,20
763,Torrin Paylie,White,Male,19,Painter,New York,Brooklyn,11231,16158.66,15
764,Josselyn Dockwra,White,Female,47,Buget Analyst,New York,Buffalo,14276,23788,8
765,Virgie Girt,Hispanic,Male,62,Clinical Specialist,New York,New York City,10175,23124.84,12
766,Minny Abreheart,Asian,Female,28,Financial Analyst,New York,Flushing,11388,15280.59,9
767,Levin Huitt,White,Male,33,General Manager,New York,New York City,10155,17622.05,20
768,Hinze Kitchin,White,Male,64,Research Assistant,New York,Schenectady,12325,17941.12,20
769,Kellen Course,White,Female,62,Assistant Manager,New York,New York City,10009,23465.87,11
770,Samuele Sloyan,White,Male,52,Technical Writer,New York,New York City,10110,21305.72,10
771,Jolene Doble,Asian,Female,32,Painter,New York,Staten Island,10305,20131.43,1
772,Desmond Corgenvin,White,Male,48,Nurse,New York,Elmira,14905,23263.6,7
773,Avigdor Pittle,Hispanic,Male,28,Financial Advisor,New York,Bronx,10459,20178.54,6
774,Sutherland Salters,White,Male,21,Software Developer,New York,New York City,10125,16117.93,5
775,Derrick Zielinski,White,Male,52,Nurse,New York,New York City,10292,21744.7,17
776,Derk Chene,Black,Male,30,Assistant Manager,New York,White Plains,10633,21869.02,18
777,Leilah Flury,White,Female,26,Web Designer,New York,New York City,10110,19215.72,1
778,Christiane Underdown,Black,Female,32,Senior Financial Analyst,New York,New York City,10249,17472.24,7
779,Merwyn Michell,White,Male,28,Research Associate,New York,Rochester,14652,22336.01,7
780,Gracie Pickerin,American Indian & Alaska Native,Female,64,Human Resources,New York,New York City,10099,19157.96,14
781,Renae Rispen,White,Female,29,Financial Advisor,New York,New York City,10024,18155.9,6
782,Ede Gildea,White,Female,65,Software Developer,New York,Bronx,10464,22214.76,2
783,Feliks Waterstone,Hispanic,Male,43,VP Marketing,New York,New York City,10131,21656.19,7
784,Amory Carty,Hispanic,Male,51,Cost Accountant,New York,New York City,10105,15979.44,1
785,Mala Puzey,White,Female,45,Painter,New York,Port Washington,11054,24563.83,14
786,Becki Tzar,Hispanic,Female,48,Speech Pathologist,New York,New York City,10150,16370.47,5
787,Mike Grahlmans,Hispanic,Male,56,Cost Accountant,New York,New York City,10155,23302.18,8
788,Padget Tingle,White,Male,39,Administrative Officer,New York,Jamaica,11499,24667.12,6
789,Moise Collingdon,White,Male,38,Media Manager,New York,Jamaica,11436,20044.11,19
790,Penny Inchcomb,White,Female,48,Occupational Therapist,New York,New York City,10203,20615.11,10
791,Ginelle Gendricke,Hispanic,Female,60,Desktop Support Technician,New York,Rochester,14614,19259.87,17
792,Natasha Cathersides,White,Female,50,Accountant,New York,Buffalo,14210,24701.69,10
793,Jessamyn Mourbey,Hispanic,Female,22,Associate Professor,New York,New York City,10120,22282.32,7
794,Steven Crips,Hispanic,Male,23,Tax Accountant,New York,New York City,10170,17188.9,17
795,Verine Wildey,Other,Female,21,Financial Advisor,New York,New York City,10160,24285.96,18
796,Briano Elman,White,Male,50,Speech Pathologist,New York,Syracuse,13210,16251.57,8
797,Nerissa Furnell,Black,Female,23,Senior Editor,New York,Albany,12255,24496.48,18
798,Cornelle Chamberlayne,Black,Female,63,Assistant Manager,New York,White Plains,10606,21110.36,20
799,Minnie Segar,White,Female,26,Technical Writer,New York,New York City,10203,23372.42,11
800,Marney Galletly,Hispanic,Female,69,Senior Editor,New York,Buffalo,14210,19552.37,11
801,Jasun Dikle,Black,Male,54,Pharmacist,New York,Yonkers,10705,20953.56,10
802,Worthy MacCroary,White,Male,20,Financial Advisor,New York,Jamaica,11407,23668.73,12
803,Erv MacManus,White,Male,43,Legal Assistant,New York,Elmira,14905,17481.24,14
804,Torin Sainer,White,Male,23,Geologist,New York,White Plains,10633,15268.78,3
805,Brandise Arnoll,White,Female,46,Software Developer,New York,New York City,10165,24708.88,11
806,Alexia Bourchier,White,Female,45,Tax Accountant,New York,Jamaica,11480,22897.96,18
807,Lolly McGrory,Asian,Female,20,Software Developer,New York,New York City,10060,21600.65,17
808,Riya Titman,White,Female,33,Legal Assistant,New York,Albany,12237,20963.91,8
809,Faun Blessed,Other,Female,31,Account Executive,New York,New York City,10292,21541.42,6
810,Sashenka Exposito,White,Female,60,Senior Developer,New York,Rochester,14639,17138.58,12
811,Rosaleen Tressler,Black,Female,26,Dental Hygienist,New York,Rochester,14646,16548.79,12
812,Latrena Wanell,White,Female,66,VP Product Management,New York,Utica,13505,15939.68,10
813,Maudie Brabender,White,Female,51,Administrative Officer,New York,Flushing,11388,16656.59,6
814,Chase Mogey,White,Male,68,Executive Assistant,New York,Buffalo,14233,18230.18,20
815,Ignatius Geary,White,Male,59,General Manager,New York,New York City,10099,21095.28,8
816,Renelle Dreier,White,Female,44,Nurse Practitioner,New York,New York City,10150,21137.93,20
817,Marita Goudge,Hispanic,Female,44,Accountant,New York,New York City,10039,23825.45,6
818,Aurelia Mitcham,White,Female,44,VP Accounting,New York,New York City,10120,22783.3,11
819,Jolyn Grief,Hispanic,Female,28,Painter,New York,Utica,13505,21891.05,18
820,Sigismund Deverille,Hispanic,Male,56,Painter,New York,New York City,10170,20918.67,1
821,Alasdair Warre,Black,Male,26,Software Developer,New York,New York City,10175,21598.37,11
822,Jamil Bonnar,Black,Male,39,Sales Associate,New York,Port Washington,11054,22878.34,18
823,Cindelyn Poker,White,Female,66,Safety Technician,New York,Hicksville,11854,21793.77,12
824,Thayne Turneux,White,Male,40,VP Product Management,New York,Brooklyn,11247,17139.23,17
825,Leilah Carpe,Hispanic,Female,46,Painter,New York,New York City,10203,20905.84,8
826,Stanley Klimkovich,Hispanic,Male,35,Assistant Professor,New York,Syracuse,13224,22293.65,18
827,Allyce Campbell,White,Female,51,Nurse Practitioner,New York,Albany,12237,20953.04,7
828,Arleen Besse,White,Female,39,Database Administrator,New York,Buffalo,14220,23826.25,6
829,Wynn Benditt,White,Male,70,Information Systems Manager,New York,Rochester,14646,21880.32,6
830,Dinnie McMychem,White,Female,51,Research Nurse,New York,Rochester,14624,15733,12
831,Stacy Jeandillou,White,Male,36,Editor,New York,New York City,10060,24859.13,16
832,Benji Donnersberg,White,Male,32,Physical Therapy Assistant,New York,Great Neck,11024,15381.95,5
833,Enrica Emmerson,White,Female,52,Financial Advisor,New York,Brooklyn,11236,20489.16,20
834,Marita Graundisson,White,Female,38,Painter,New York,New York City,10175,16164.81,1
835,Dniren Kobieriecki,White,Female,18,Project Manager,New York,New York City,10090,16692.43,2
836,Leroi Sissens,Other,Male,62,Quality Control Specialist,New York,New Hyde Park,11044,18257.45,5
837,Zach Yarham,White,Male,36,Nurse Practitioner,New York,New York City,10024,17323.09,20
838,Birdie Klinck,White,Female,50,Account Coordinator,New York,Albany,12237,19863.74,3
839,Mallorie Barks,Hispanic,Female,43,Senior Editor,New York,Albany,12210,22629.52,17
840,Osgood Espy,White,Male,59,Librarian,New York,Syracuse,13205,22139.51,8
841,Nessie O'Hartigan,White,Female,52,Administrative Officer,New York,New York City,10292,21228.54,4
842,Tadd Goalby,Black,Male,51,Associate Professor,New York,Bronx,10454,17236.02,6
843,Renae Himsworth,Hispanic,Female,40,Software Developer,New York,New York City,10150,24254.46,11
844,Thorsten Maier,White,Male,42,VP Accounting,New York,New York City,10099,18347.31,16
845,Augustine Pavier,White,Male,27,Senior Editor,New York,New York City,10275,22201.01,2
846,Amos Goretti,Hispanic,Male,27,Senior Financial Analyst,New York,New York City,10184,21569.06,14
847,Belita Lowing,White,Female,40,Teacher,New York,New York City,10019,22278.19,3
848,Remington Standage,White,Male,56,Painter,New York,Bronx,10459,20223.01,9
849,Margette Tomini,White,Female,26,Sales Associate,New York,Staten Island,10310,17020.4,2
850,Tasia Dollimore,White,Female,49,Staff Scientist,New York,Rochester,14646,17485.74,18
851,Bastian Goldstraw,Asian,Male,45,Librarian,New York,White Plains,10633,15408.57,17
852,Twyla Farren,White,Female,59,Buget Analyst,New York,Rochester,14614,19602.32,4
853,Manuel Iban,White,Male,37,Painter,New York,Bronx,10464,16160,11
854,Neville Kenton,White,Male,68,Nurse Practitioner,New York,Albany,12242,15990.05,3
855,Wakefield Gemmell,White,Male,57,Safety Technician,New York,Syracuse,13217,21406.8,7
856,Cherida Blanckley,White,Female,60,Systems Administrator,New York,Buffalo,14215,23730.86,8
857,Melli Tregenna,Hispanic,Female,36,Painter,New York,New York City,10270,23728.22,11
858,Rubin Start,Asian,Male,57,VP Marketing,New York,Buffalo,14215,23606.38,7
859,Sophie Ede,White,Female,37,Painter,New York,Buffalo,14233,16158.66,9
860,Andres Jeannaud,Hispanic,Male,45,Account Coordinator,New York,Buffalo,14205,23788,13
861,Lezley Oulner,Asian,Male,26,Recruiter,New York,Brooklyn,11205,23124.84,15
862,Pancho Calvard,Asian,Male,18,Statistician,New York,New York City,10004,15280.59,20
863,Lavinie Menilove,White,Female,61,Assistant Manager,New York,New York City,10099,17622.05,13
864,Brigitta Wiggam,White,Female,52,Data Coordiator,New York,Flushing,11355,17941.12,12
865,Lane Scorah,White,Male,27,Painter,New York,New York City,10280,23465.87,16
866,Dani Little,White,Female,48,Assistant Professor,New York,Jamaica,11407,21305.72,4
867,Carley Aynsley,White,Female,56,Systems Administrator,New York,Jamaica,11480,20131.43,13
868,Sawyer McShee,White,Male,39,Staff Scientist,New York,Rochester,14614,23263.6,4
869,Gaultiero Reffe,White,Male,56,Executive Secretary,New York,New York City,10280,20178.54,4
870,Lindy Tincombe,Hispanic,Male,65,Teacher,New York,Brooklyn,11215,16117.93,9
871,Alexandr Tighe,Other,Male,55,Marketing Manager,New York,Staten Island,10310,21744.7,20
872,Sunshine Cometson,Hispanic,Female,42,Senior Developer,New York,Bronx,10474,21869.02,18
873,Julian Blouet,White,Male,27,VP Marketing,New York,Syracuse,13224,19215.72,13
874,Eugine Rosten,White,Female,30,Registered Nurse,New York,Rochester,14683,17472.24,10
875,Franky D'Souza,White,Female,27,Software Consultant,New York,New York City,10249,22336.01,13
876,Goldi Birchner,White,Female,38,Painter,New York,New York City,10014,19157.96,2
877,Sibley Cockerton,Black,Female,54,Information Systems Manager,New York,New York City,10090,18155.9,14
878,Zena Brackenridge,Other,Female,33,Nurse Practitioner,New York,Jamaica,11431,22214.76,13
879,Thomasa Izzard,Hispanic,Female,42,Accountant,New York,New York City,10165,21656.19,4
880,Bunnie Gostyke,Hispanic,Female,23,Help Desk Operator,New York,Flushing,11355,15979.44,7
881,Dunstan Tremmel,White,Male,45,Executive Secretary,New York,New York City,10014,24563.83,14
882,Rubetta Beszant,White,Female,37,Environmental Specialist,New York,Rochester,14614,16370.47,18
883,Trudi Issacoff,Black,Female,37,Automation Specialist,New York,Buffalo,14210,23302.18,8
884,Quentin Cudbertson,White,Female,67,VP Marketing,New York,Rochester,14652,24667.12,17
885,Kaja Salsberg,White,Female,69,Systems Administrator,New York,New York City,10079,20044.11,2
886,Moria Farfalameev,American Indian & Alaska Native,Female,59,Project Manager,New York,Brooklyn,11210,20615.11,19
887,Paolo Twigg,Black,Male,69,Safety Technician,New York,Elmira,14905,19259.87,15
888,Matias Ransom,White,Male,43,Nurse,New York,Buffalo,14220,24701.69,16
889,Sully Morde,White,Male,52,Marketing Assistant,New York,New York City,10125,22282.32,20
890,Cozmo Jeffcock,White,Male,49,Painter,New York,Brooklyn,11236,17188.9,8
891,Cleavland Albion,White,Male,18,Nurse Practitioner,New York,Syracuse,13251,24285.96,4
892,Emylee MacFall,White,Female,23,Automation Specialist,New York,Buffalo,14269,16251.57,3
893,Farlay Lambdean,Hispanic,Male,51,Electrician,New York,New York City,10270,24496.48,17
894,Kip Formie,White,Female,34,VP Sales,New York,New York City,10019,21110.36,11
895,Pru Stanfield,Hispanic,Female,67,Senior Developer,New York,New York City,10160,23372.42,17
896,Biddy Plume,Hispanic,Female,65,Software Developer,New York,New Hyde Park,11044,19552.37,14
897,Florrie Mullett,Hispanic,Female,56,Research Nurse,New York,Schenectady,12305,20953.56,2
898,Evelyn Ordemann,Hispanic,Male,70,Executive Secretary,New York,Staten Island,10305,23668.73,14
899,George Bagnold,White,Female,38,Internal Auditor,New York,Rochester,14614,17481.24,3
900,Karlotta Stook,Black,Female,51,Clinical Specialist,New York,Elmira,14905,15268.78,13
901,Mame Lackey,Other,Female,19,Speech Pathologist,New York,Rochester,14609,24708.88,20
902,Caesar McGourty,Hispanic,Male,64,Staff Scientist,New York,Buffalo,14263,22897.96,10
903,Geoffrey Fall,White,Male,32,Environmental Specialist,New York,New York City,10292,21600.65,6
904,Kalindi Cohalan,White,Female,20,Senior Editor,New York,Buffalo,14276,20963.91,13
905,Karleen Toy,Black,Female,23,Human Resources,New York,Brooklyn,11247,21541.42,5
906,Allie Troman,White,Male,62,Safety Technician,New York,Mount Vernon,10557,17138.58,19
907,Donia De Freyne,White,Female,33,Senior Financial Analyst,New York,New York City,10060,16548.79,19
908,Lenard Puve,White,Male,44,Recruiting Manager,New York,Utica,13505,15939.68,15
909,Dolf Krzyzowski,White,Male,54,Account Coordinator,New York,Buffalo,14269,16656.59,10
910,Desi Garbert,Asian,Male,38,Systems Administrator,New York,Syracuse,13224,18230.18,4
911,Levi Ragate,Black,Male,43,Accountant,New York,Bronx,10464,21095.28,10
912,Phaidra Bentsen,Asian,Female,64,Desktop Support Technician,New York,Albany,12232,21137.93,19
913,Olia Tewkesbury.,White,Female,38,Electrician,New York,Great Neck,11024,23825.45,2
914,Farleigh Wheway,White,Male,39,Office Assistant,New York,New York City,10099,22783.3,7
915,Sancho Penhaleurack,Hispanic,Male,56,Health Coach,New York,Flushing,11388,21891.05,6
916,Marie-ann Lux,Black,Female,60,Executive Secretary,New York,New York City,10120,20918.67,13
917,Arley Klassman,White,Male,66,Internal Auditor,New York,Jamaica,11436,21598.37,10
918,Mara Smethurst,White,Female,42,Software Developer,New York,New York City,10024,22878.34,15
919,Jay Giacaponi,White,Male,35,Compensation Analyst,New York,Jamaica,11499,21793.77,19
920,Bobby Isard,Asian,Female,46,Software Developer,New York,Staten Island,10310,17139.23,14
921,Bondon Hobbert,White,Male,23,Research Associate,New York,Albany,12237,20905.84,13
922,Erin Dungey,Black,Male,28,Data Coordiator,New York,Syracuse,13251,22293.65,16
923,Chickie Matyashev,Other,Male,46,Senior Cost Accountant,New York,Jamaica,11447,20953.04,14
924,Daven Pykett,White,Male,68,Desktop Support Technician,New York,Albany,12237,23826.25,8
925,Greggory Healy,White,Male,58,Electrician,New York,New York City,10184,21880.32,13
926,Steve Meanwell,White,Male,53,Electrician,New York,New York City,10060,15733,12
927,Leighton Kinnane,White,Male,33,Software Developer,New York,Rochester,14614,24859.13,12
928,Christie Lamping,White,Female,29,Statistician,New York,Jamaica,11407,15381.95,1
929,Rubin Vogt,White,Male,19,Web Designer,New York,New York City,10079,20489.16,5
930,Aveline Firebrace,White,Female,33,Software Developer,New York,Rochester,14652,16164.81,20
931,Peri Ezzy,Other,Female,21,Software Developer,New York,Buffalo,14210,16692.43,11
932,Kearney Kolodziej,Asian,Male,44,Media Manager,New York,New York City,10009,18257.45,16
933,Holli Huncoot,White,Female,33,Lawyer,New York,New York City,10039,17323.09,11
934,Yves Brambill,Hispanic,Male,49,Help Desk Technician,New York,Syracuse,13205,19863.74,16
935,Marten Feaster,White,Male,54,Account Executive,New York,White Plains,10633,22629.52,17
936,Devon Sherwen,White,Female,62,VP Product Management,New York,Jamaica,11436,22139.51,12
937,Lisabeth Dufton,Hispanic,Female,60,Web Designer,New York,Syracuse,13205,21228.54,9
